size,sha1,filename
1290280012,1e78796362781aa655e92dc7e9e022727592f916,AFR_2657273_V0158_01/AFR_2657273_V0158_01_7000k.avi
19637224667,b7c5f91cd5342640e1f1c0597a6c4db2c7e8f4a0,AFR_2657273_V0158_01/AFR_2657273_V0158_01_7000k.mov
109189999052,57e0de6330a761e998b3c24261f94f84611222c2,AFR_2657273_V0158_01/AFR_2657273_V0158_01_AM.mov
1343934546,0f7c353dd4a1c5fa53ea02c278134d57b1bbbac0,AFR_2657273_V0158_01/AFR_2657273_V0158_01.mp4
1148669146,2c1c50efa2d6abe45984e2c3a6d827bd36603a98,AFR_2657273_V0158_02/AFR_2657273_V0158_02_7000k.avi
19572188385,464090078e915cbd9ab399cee6ce6de477b9bc10,AFR_2657273_V0158_02/AFR_2657273_V0158_02_7000k.mov
108761567192,7924bae8e4a1283a44fd11845f5f146cd4485b40,AFR_2657273_V0158_02/AFR_2657273_V0158_02_AM.mov
1186380663,7f7ca692b00602ee53c33d29d1eda0794b66986d,AFR_2657273_V0158_02/AFR_2657273_V0158_02.mp4
2260608240,28ef0c37a408b5db4d792231d8dd8db0744b8be7,AFR_2657275_V0160_01/AFR_2657275_V0160_01_7000k.avi
36540327718,748dffdaeae438f4b6798ae308b4a3c84d88e238,AFR_2657275_V0160_01/AFR_2657275_V0160_01_7000k.mov
207462494668,d74149b7356a27672c9f86a67f8ff10e0afb0cb3,AFR_2657275_V0160_01/AFR_2657275_V0160_01_AM.mov
2237818775,993c1b7d654a1a8fd56571fde8460c279d0329f7,AFR_2657275_V0160_01/AFR_2657275_V0160_01.mp4
2525585930,cfe176c4424d5349b8f34db53d0027e98d5eb41a,AFR_2657275_V0160_02_1/AFR_2657275_V0160_02_1_7000k.avi
24352841067,2289491d8bdc8ff5b87ee7c2d38d2bd9a7863329,AFR_2657275_V0160_02_1/AFR_2657275_V0160_02_1_7000k.mov
142574799500,fc1e23e249c505bcaa688620d5b96f09267cf339,AFR_2657275_V0160_02_1/AFR_2657275_V0160_02_1_AM.mov
1985838614,b8d358b09a7523fd56529e43db72aac615f834d1,AFR_2657275_V0160_02_1/AFR_2657275_V0160_02_1.mp4
636211902,7d8caba3d50462e61375f67cd800aa6e084b6939,AFR_2657275_V0160_02_2/AFR_2657275_V0160_02_2_7000k.avi
9720892465,483f4fcae6967d00917e479c437268969cc2d628,AFR_2657275_V0160_02_2/AFR_2657275_V0160_02_2_7000k.mov
55831442564,149a94ac9f450e48fe32e477e6294df39c377201,AFR_2657275_V0160_02_2/AFR_2657275_V0160_02_2_AM.mov
628472092,ae0fc621bd3ff17b0a6dad925f05474581f07f14,AFR_2657275_V0160_02_2/AFR_2657275_V0160_02_2.mp4
1681061878,27d3e356f957eb65cc5583f7079c3bf5f9ef7a96,AFR_2688608_V0168_01/AFR_2688608_V0168_01_7000k.avi
19790661111,f94de48fd12c1a699e4493df6ca63d14ab37552b,AFR_2688608_V0168_01/AFR_2688608_V0168_01_7000k.mov
112633331930,fbe370e23d37082e863a59a66343bca30cadec8d,AFR_2688608_V0168_01/AFR_2688608_V0168_01_AM.mov
1568924950,8b305b9b22533d45f4cfc8ae6b60928d7ad2022a,AFR_2688608_V0168_01/AFR_2688608_V0168_01.mp4
3631124266,a00f9381e62d8c7d03c9aa973e27782f57abaf97,AFR_2688608_V0168_02/AFR_2688608_V0168_02_7000k.avi
31920570863,a93202e11c9f525132d4cb8ca9dbc63f6c290335,AFR_2688608_V0168_02/AFR_2688608_V0168_02_7000k.mov
188813644546,408037683aeba84540bea875b03eb7f509b9a657,AFR_2688608_V0168_02/AFR_2688608_V0168_02_AM.mov
2628081573,558a9c56d0c7f2e91bfee0d110711104c76ebb9b,AFR_2688608_V0168_02/AFR_2688608_V0168_02.mp4
3059970194,3d137568101f68aecd1e361ec55aa1d201b206a2,AFR_2769206_V0225/AFR_2769206_V0225_7000k.avi
36531445842,8e5c6d669ea2f366d2ff472738ee6f664cb300f8,AFR_2769206_V0225/AFR_2769206_V0225_7000k.mov
208665110428,d64b923f06158aad150fde947d06006f8c3199cf,AFR_2769206_V0225/AFR_2769206_V0225_AM.mov
2901882429,f7ffbbfe8037549de63df4617775a0a144d2e77c,AFR_2769206_V0225/AFR_2769206_V0225.mp4
6477624162,e4122c43d19d4df9cd5120e8836816f7fe2cf14c,AFR_2820402_V0233_01/AFR_2820402_V0233_01_7000k.avi
37168768363,cc23eb269348962d08d91e8acd163342cc632d5c,AFR_2820402_V0233_01/AFR_2820402_V0233_01_7000k.mov
207715231888,cdc417d9b4c98831831ff54c88afbee2404279e4,AFR_2820402_V0233_01/AFR_2820402_V0233_01_AM.mov
2891031667,eb49cce5dec0bbc862e00dbd297bf8e9d2322db6,AFR_2820402_V0233_01/AFR_2820402_V0233_01.mp4
6598464036,7435f76c0321af2d324a70b91af0cfaa45817d71,AFR_2820402_V0233_10/AFR_2820402_V0233_10_7000k.avi
36175875915,6e6a3dfa630000f4a001a41d65d12854c48d460b,AFR_2820402_V0233_10/AFR_2820402_V0233_10_7000k.mov
208204699234,653da03fa367ba5eb14459a2e64d55df0d877f33,AFR_2820402_V0233_10/AFR_2820402_V0233_10_AM.mov
2897887643,bcd703f7d32351101313bee30daab76efc0e14e9,AFR_2820402_V0233_10/AFR_2820402_V0233_10.mp4
1862628974,522a123c97304e39e41f1a0f1be80986ed018aa9,AFR_2820402_V0233_11/AFR_2820402_V0233_11_7000k.avi
10042919825,478e030162c6e66c7f3da566456affbc5bd8718f,AFR_2820402_V0233_11/AFR_2820402_V0233_11_7000k.mov
58736511184,c18c39926d0f9e3393b65f25225c3d0accc69439,AFR_2820402_V0233_11/AFR_2820402_V0233_11_AM.mov
817710703,d8f02097489f1469a8e40ce69b2ee2e358e83dd5,AFR_2820402_V0233_11/AFR_2820402_V0233_11.mp4
6595971478,9cac54e23cf6fe3a47c68e70ea9ebcabbe151f44,AFR_2820402_V0233_12/AFR_2820402_V0233_12_7000k.avi
34995752624,d271635c0b4b8ec88d9007d8fe258f7f66f4cd13,AFR_2820402_V0233_12/AFR_2820402_V0233_12_7000k.mov
208126751944,1e998c08e2f18173a13161a244309c56aaf71e8a,AFR_2820402_V0233_12/AFR_2820402_V0233_12_AM.mov
2896808254,bdba1af839148a6391a73003d101e574c9919391,AFR_2820402_V0233_12/AFR_2820402_V0233_12.mp4
4450713476,eb6f1ecce97dec830604c30c692f5bfa824a8934,AFR_2820402_V0233_02/AFR_2820402_V0233_02_7000k.avi
33665550378,5c6e52670f4402576f8373e6716354a4fc49a062,AFR_2820402_V0233_02/AFR_2820402_V0233_02_7000k.mov
196841894584,c08010c27c0848928b5095dd9fce480d5fc98dea,AFR_2820402_V0233_02/AFR_2820402_V0233_02_AM.mov
