size,md5,filename
2920787801,84a14ff3b03fb1fb06dfd9eac2a335c4,AFR_2466240_V0123_04/AFR_2466240_V0123_04.mp4
3203730026,af6c9dc53a4d8ce41e29f601b3194663,AFR_2466240_V0123_04/AFR_2466240_V0123_04_7000k.avi
32857812972,993632e6cf115764509401312d75b686,AFR_2466240_V0123_03/AFR_2466240_V0123_03_7000k.mov
2874782913,9f39e8fb7a60a0acbb93b17a32993686,AFR_2466240_V0123_05/AFR_2466240_V0123_05.mp4
3792069576,a19c07685fe7ab87489e4f16ebad4eb3,AFR_2466240_V0123_05/AFR_2466240_V0123_05_7000k.avi
36982769835,4e6e0ce2244706285a5728b8388e8088,AFR_2466240_V0123_04/AFR_2466240_V0123_04_7000k.mov
36126948794,b1cc277cff068a8bf81f9447828e803d,AFR_2466240_V0123_05/AFR_2466240_V0123_05_7000k.mov
517218531,07aba8ca87fd77d635cdc1d0c3235c3d,AFR_2466240_V0123_06/AFR_2466240_V0123_06.mp4
951224652,93921da2a5e4da48ac50a02a22c49a8b,AFR_2466240_V0123_06/AFR_2466240_V0123_06_7000k.avi
6303713467,df9d9729b0856fbd895563c6d2ba8c1b,AFR_2466240_V0123_06/AFR_2466240_V0123_06_7000k.mov
159353167960,d4e84b01bf110f8596ba89d47a53d236,AFR_2466240_V0123_01/AFR_2466240_V0123_01_AM.mov
36118879668,d508c50879951cb3f7de23155efccbfe,AFR_2466240_V0123_06/AFR_2466240_V0123_06_AM.mov
206868703168,aada24c3693f2bb37c9da755fa4c6ee7,AFR_2465687_V0121_09/AFR_2465687_V0121_09_AM.mov
329435168231,38dc0456bef355f1bf71b26916cb2dfe,AFR_2465687_V0121_07/AFR_2465687_V0121_07_AM.mov
207268009176,6b9e1a59a55c0c94d9d8df3f0b9746e8,AFR_2466240_V0123_02/AFR_2466240_V0123_02_AM.mov
185822162555,503c7e6b9b2adc4782f220c00b7546d4,AFR_2466240_V0123_03/AFR_2466240_V0123_03_AM.mov
210641910036,77769221ba26892100f1d900bc4fe7a5,AFR_2466240_V0123_04/AFR_2466240_V0123_04_AM.mov
206613147336,de1527dbc37ea7b49d3e13f81d5578bc,AFR_2466240_V0123_05/AFR_2466240_V0123_05_AM.mov
2620867890,b216cba3067cea4e05dc7b3ef2d39159,AFR_2465400_V0118_03/AFR_2465400_V0118_03.mp4
3336803866,bcc8d2ef6e32f3d02fe8cc9bfe535a6d,AFR_2465400_V0118_04/AFR_2465400_V0118_04_7000k.avi
2818621134,9373cc1a2505666e9532777e393cde65,AFR_2465400_V0118_04/AFR_2465400_V0118_04.mp4
3362409558,db79a7ab08fe32fca35c922f1b245696,AFR_2465400_V0118_03/AFR_2465400_V0118_03_7000k.avi
2792138800,707541b6a7a5606e725a6578b84b5773,AFR_2465400_V0118_05/AFR_2465400_V0118_05.mp4
3166976444,3c73bdfa6559d39ab76ae4ad1734cba9,AFR_2465400_V0118_05/AFR_2465400_V0118_05_7000k.avi
2516514261,caff1b71c1d4648494c3d4799aed093e,AFR_2465179_V0122_01/AFR_2465179_V0122_01.mp4
4303646668,6fb6f81729ab13134e902e0449fe01f7,AFR_2465179_V0122_01/AFR_2465179_V0122_01_7000k.avi
33003658467,8c38eb472a9c0202205bbf34213e8b80,AFR_2465400_V0118_03/AFR_2465400_V0118_03_7000k.mov
1880268566,d5dd13b1e5e9c33daa2744bc83731fa3,AFR_2465179_V0122_10/AFR_2465179_V0122_10.mp4
35824605826,fb7ba56b3b2ca7c1733d54c6ddedaa88,AFR_2465400_V0118_04/AFR_2465400_V0118_04_7000k.mov
34451941589,f90c046bd483274685e319aa7d2e7031,AFR_2465400_V0118_05/AFR_2465400_V0118_05_7000k.mov
2662274328,fd3cc15ba35b0d1aaa39e1b320b24268,AFR_2465179_V0122_10/AFR_2465179_V0122_10_7000k.avi
30915607775,afa8d0740e3cccca9ea268cad6c4b177,AFR_2465179_V0122_01/AFR_2465179_V0122_01_7000k.mov
1051620228,0090e4e967ceec2be8dcc8a88cc8a6ce,AFR_2465179_V0122_11/AFR_2465179_V0122_11.mp4
1672622232,58f0401c33370c9379fac0e55f9b7c90,AFR_2465179_V0122_11/AFR_2465179_V0122_11_7000k.avi
13121918562,7155ea93a7ee2fa06f04ab1a068f8eae,AFR_2465179_V0122_11/AFR_2465179_V0122_11_7000k.mov
2891542950,36498112bcacfe134eb60e6fc59e1d01,AFR_2465179_V0122_12/AFR_2465179_V0122_12.mp4
23626731951,e4dcbf35496979a47e527a4988712077,AFR_2465179_V0122_10/AFR_2465179_V0122_10_7000k.mov
4221288300,8bb7312cb95d0bce57df79f690669cc2,AFR_2465179_V0122_12/AFR_2465179_V0122_12_7000k.avi
36104583542,40f0ccc53d3d1138509dea0ed6f32483,AFR_2465179_V0122_12/AFR_2465179_V0122_12_7000k.mov
2711925287,56d0c97ee14a70c5675f5c5a195748f7,AFR_2465179_V0122_02/AFR_2465179_V0122_02.mp4
4567129322,6a038c3c09a34add60d95e2304440bd5,AFR_2465179_V0122_02/AFR_2465179_V0122_02_7000k.avi
75476599846,ba994dc48e06cea0170626eb8714d9f6,AFR_2465179_V0122_11/AFR_2465179_V0122_11_AM.mov
25594555327,a5346189f54f68e920ee8fac01fdccc1,AFR_2465179_V0122_02/AFR_2465179_V0122_02_7000k.mov
2347865554,d02a5b8333ce891391cd2c84200a4dc6,AFR_2465179_V0122_03/AFR_2465179_V0122_03.mp4
2698563188,95a6a46fe03f8805963ed34e4000765d,AFR_2465179_V0122_03/AFR_2465179_V0122_03_7000k.avi
29821588345,fc1822d4e46cb199a3317a34ddb1b524,AFR_2465179_V0122_03/AFR_2465179_V0122_03_7000k.mov
135044993722,079c42ec246bbd6a3c9424df0c975e87,AFR_2465179_V0122_10/AFR_2465179_V0122_10_AM.mov
2348863432,0293f71c6b2ffd47e5b7c4792ee8de9a,AFR_2465179_V0122_04/AFR_2465179_V0122_04.mp4
5120901836,9d911a15e29219d84fce66278372b253,AFR_2465179_V0122_04/AFR_2465179_V0122_04_7000k.avi
188229098968,c8e3fa248ca709510604f42397d6fd28,AFR_2465400_V0118_03/AFR_2465400_V0118_03_AM.mov
180745634708,c7e6ce939aa6081a5c560d818c2c6278,AFR_2465179_V0122_01/AFR_2465179_V0122_01_AM.mov
1312169613,4a51e39a526076139a4a28197184e1e6,AFR_2465179_V0122_05_1/AFR_2465179_V0122_05_1.mp4
2054305334,83e0fa42c41f33994bbb36a95e1f9d2f,AFR_2465179_V0122_05_1/AFR_2465179_V0122_05_1_7000k.avi
202444392648,6e1996426392d27c897b5cdb8a020570,AFR_2465400_V0118_04/AFR_2465400_V0118_04_AM.mov
199992184032,dc6c0db4891e6d05c15988fdaecb43d0,AFR_2465400_V0118_05/AFR_2465400_V0118_05_AM.mov
1147112950,34443075b2369faba2b7fc967e8efb31,AFR_2465179_V0122_05_2/AFR_2465179_V0122_05_2.mp4
2461036862,7fdf9bd7bac75cee314b43d9aeae0184,AFR_2465179_V0122_05_2/AFR_2465179_V0122_05_2_7000k.avi
27955240400,af575efbceed9313f29c8fed5b41637c,AFR_2465179_V0122_04/AFR_2465179_V0122_04_7000k.mov
15818133628,d835c98b37c749354eb75c4fcac52cd4,AFR_2465179_V0122_05_1/AFR_2465179_V0122_05_1_7000k.mov
2806352414,78b5a26e9e035defb7c10c9d41cf56ec,AFR_2465179_V0122_06/AFR_2465179_V0122_06.mp4
14389111075,d325980e74608699998c4e958a969389,AFR_2465179_V0122_05_2/AFR_2465179_V0122_05_2_7000k.mov
6234220198,cfb989510067a9927895ffb90722c533,AFR_2465179_V0122_06/AFR_2465179_V0122_06_7000k.avi
33863529988,0d24297eb2e2d9eb5b3ab96b9cec1f49,AFR_2465179_V0122_06/AFR_2465179_V0122_06_7000k.mov
2637815594,195e112c2a904bb302e2fcd235ea2d97,AFR_2465179_V0122_07/AFR_2465179_V0122_07.mp4
144096301722,cd7b3f54dff01d149f1b89f35572acb3,AFR_2465179_V0122_02/AFR_2465179_V0122_02_AM.mov
5934398398,70d861d1b740a1a08f35b57379a9e34f,AFR_2465179_V0122_07/AFR_2465179_V0122_07_7000k.avi
207742448770,2618d593155058dad24a6470b3707849,AFR_2465179_V0122_12/AFR_2465179_V0122_12_AM.mov
326300823,d9b52dccae6628716a58d39e163ad378,AFR_2465179_V0122_08/AFR_2465179_V0122_08.mp4
559612128,82a191d674fa2daf75d2097fdb421f59,AFR_2465179_V0122_08/AFR_2465179_V0122_08_7000k.avi
4061708036,c5874a26b626b8d28a0f0217d476bcc2,AFR_2465179_V0122_08/AFR_2465179_V0122_08_7000k.mov
81999609192,7bb3f8dd5138f468ec22c156ad30c467,AFR_2465179_V0122_05_2/AFR_2465179_V0122_05_2_AM.mov
963528206,ead9387b8872cfc285a0103fb91bbaa6,AFR_2465179_V0122_09/AFR_2465179_V0122_09.mp4
32561063279,314ab69fd7655c12d62c53c94953d827,AFR_2465179_V0122_07/AFR_2465179_V0122_07_7000k.mov
1895145912,aafbcf4109e314e3443651fb02cec268,AFR_2465179_V0122_09/AFR_2465179_V0122_09_7000k.avi
94249587394,35e356342d4ee4760ead656061485c63,AFR_2465179_V0122_05_1/AFR_2465179_V0122_05_1_AM.mov
643265346,03c044bef5b467632d9922374e22aae1,AFR_2688618_V0167_01/AFR_2688618_V0167_01.mp4
608391072,0015035671562596c7bc895965a23f6c,AFR_2688618_V0167_01/AFR_2688618_V0167_01_7000k.avi
23028219568,57552a70faeb3cedf6a0e396a53b8068,AFR_2465179_V0122_08/AFR_2465179_V0122_08_AM.mov
11760928965,9c70371b2aabe1092f9ae8f6ffd3d18d,AFR_2465179_V0122_09/AFR_2465179_V0122_09_7000k.mov
594821730,cb0d2971e187dd806693068d6412da48,AFR_2688618_V0167_02/AFR_2688618_V0167_02.mp4
556390366,99264fbfaf5b8b089aa696af462a696c,AFR_2688618_V0167_02/AFR_2688618_V0167_02_7000k.avi
16362873915,a397ad7f95d3ba253714c55c87f53b68,AFR_2688618_V0167_01/AFR_2688618_V0167_01_7000k.mov
10797293210,6e11dd38dd38388c637f374d9fddfd53,AFR_2688618_V0167_02/AFR_2688618_V0167_02_7000k.mov
1336675995,0f5cacce013e751e279ae2b80a6556d3,AFR_2664922_V0172_01/AFR_2664922_V0172_01.mp4
2953581630,cb02d77e19be31652c7dbc8593bea055,AFR_2664922_V0172_01/AFR_2664922_V0172_01_7000k.avi
168637737160,b4b279b0836f257a0b54a9c0828b9397,AFR_2465179_V0122_03/AFR_2465179_V0122_03_AM.mov
16487693484,b77740f9e53aec1f935aaf529b0eafd3,AFR_2664922_V0172_01/AFR_2664922_V0172_01_7000k.mov
161558276612,2872d805d0be4b63b3ebcc2606982ca2,AFR_2465179_V0122_04/AFR_2465179_V0122_04_AM.mov
1804823243,f22367f29f14d87653eb303b0eb8f124,AFR_2664922_V0172_02/AFR_2664922_V0172_02.mp4
2991260732,7f8db26b3b6acd855822e3748b6a7bb3,AFR_2664922_V0172_02/AFR_2664922_V0172_02_7000k.avi
69186413470,04e105d1b7fffbdd436a8defcd347dd4,AFR_2465179_V0122_09/AFR_2465179_V0122_09_AM.mov
2021006417,97a4ec1c951c6b146e0ff50b269016e1,AFR_2664922_V0172_03/AFR_2664922_V0172_03.mp4
22519957112,aaad65ca8156ac19c4e9c43b1342fe4b,AFR_2664922_V0172_02/AFR_2664922_V0172_02_7000k.mov
3876333154,dd32e4d44b6f0195b148500777649308,AFR_2664922_V0172_03/AFR_2664922_V0172_03_7000k.avi
58315595700,31fe98127932461d7f05346cbc1f8d91,AFR_2688618_V0167_02/AFR_2688618_V0167_02_AM.mov
91217470740,f3ad6f2b03f994a8c49cc3b2b2241702,AFR_2688618_V0167_01/AFR_2688618_V0167_01_AM.mov
25555633860,1da8c2426f8606d3c7e8ec51d147357e,AFR_2664922_V0172_03/AFR_2664922_V0172_03_7000k.mov
201159097100,9bb40cb8532fd1c6492b7d444145457a,AFR_2465179_V0122_06/AFR_2465179_V0122_06_AM.mov
95406895392,5b0f36062f4d0f709e742d2882f3d682,AFR_2664922_V0172_01/AFR_2664922_V0172_01_AM.mov
189483528762,d3e16325b3a72dccc5729d6ca2d590c3,AFR_2465179_V0122_07/AFR_2465179_V0122_07_AM.mov
129633526816,98b42e1cb465f8620305a2c799ce44be,AFR_2664922_V0172_02/AFR_2664922_V0172_02_AM.mov
145171697856,543e46f2b30d68dca43d31df2c16b6a9,AFR_2664922_V0172_03/AFR_2664922_V0172_03_AM.mov
784885080,04ae0fe7dee1ec3e9b3db195ff3debef,AFR_2656939_V0159_01/AFR_2656939_V0159_01_7000k.avi
815357466,222a39cdc1100d7439660f1def93542c,AFR_2656939_V0159_01/AFR_2656939_V0159_01.mp4
1893727516,4ec6f50d33e5057ade51917ef0716036,AFR_2656939_V0159_02/AFR_2656939_V0159_02_7000k.avi
1991775507,2ea79ff8757d043a4389737c07abf4bc,AFR_2656939_V0159_02/AFR_2656939_V0159_02.mp4
2837710846,8ca470565836bad1f217e9b25faf1091,AFR_2482650_V0129/AFR_2482650_V0129.mp4
2751210125,28273269a96b8d88a6dbe78ce3a244ea,AFR_2688612_V0171/AFR_2688612_V0171.mp4
5792640432,c096388c94af3982f523ddcc58930045,AFR_2482650_V0129/AFR_2482650_V0129_7000k.avi
2644577464,0c96f20f1f90cbf7146764d03b6ee8fa,AFR_2688612_V0171/AFR_2688612_V0171_7000k.avi
15875236682,ec7193834b4ce1a5f1ab9c603f1c5423,AFR_2656939_V0159_01/AFR_2656939_V0159_01_7000k.mov
2892931452,25f0791b6d687997e96b0313aecbe28c,AFR_2664804_V0173_04/AFR_2664804_V0173_04.mp4
4114004188,cb035425f551ec15c75aecaf1f602090,AFR_2664804_V0173_04/AFR_2664804_V0173_04_7000k.avi
31596716510,677b3636ac27bae4e84a34e3bb43edd2,AFR_2482650_V0129/AFR_2482650_V0129_7000k.mov
37788399275,38152f3fe29a480d6bd33cdb6a060500,AFR_2656939_V0159_02/AFR_2656939_V0159_02_7000k.mov
35219262611,e81e4c7514c0c9f69324150eda48013c,AFR_2688612_V0171/AFR_2688612_V0171_7000k.mov
2519433370,c7ec38b01b67764ade71b471ecf79a77,AFR_2664965_V0182/AFR_2664965_V0182.mp4
3193792196,76f6ddef7650a1f57dd13429ae0b5bc5,AFR_2664965_V0182/AFR_2664965_V0182_7000k.avi
36594560380,225fa628a0fdf09183527ff77d171fc5,AFR_2664804_V0173_04/AFR_2664804_V0173_04_7000k.mov
1754264887,0352b01a7945b899b51fec56069273be,AFR_2755711_V0211/AFR_2755711_V0211.mp4
2315121500,39002750e2f1166a356c41dbdae32b02,AFR_2755711_V0211/AFR_2755711_V0211_7000k.avi
31949566757,70f42b68df9746bd08f6171a9678b388,AFR_2664965_V0182/AFR_2664965_V0182_7000k.mov
22295246898,d4dc17c1b37b8ac1e814699750205562,AFR_2755711_V0211/AFR_2755711_V0211_7000k.mov
86185275584,e631dfb74603bde1b6b8a36cfe23fc71,AFR_2656939_V0159_01/AFR_2656939_V0159_01_AM.mov
1178687463,d421ecb4be167e3ba552197f21d9b8b3,AFR_2769224_V0222/AFR_2769224_V0222.mp4
1143283884,3638bd5d6134a8a3901afabfea4879d7,AFR_2769224_V0222/AFR_2769224_V0222_7000k.avi
18409108539,77c7ff88dc630c8495a5aaf997fc87fd,AFR_2769224_V0222/AFR_2769224_V0222_7000k.mov
1645775901,31e29d6e9c951d0ae0984af12ef51dfc,AFR_2769247_V0226/AFR_2769247_V0226.mp4
1964439364,126490090de5387dab1eed8682ce3b9d,AFR_2769247_V0226/AFR_2769247_V0226_7000k.avi
20609261230,ff5d127562d5df233f30abe1c68d91a6,AFR_2769247_V0226/AFR_2769247_V0226_7000k.mov
182722434312,f0218f00d64108a89dd33080c5b4a4ea,AFR_2482650_V0129/AFR_2482650_V0129_AM.mov
2540833257,e93b08cf7d7d8af6cde56f51d0f905a8,AFR_2800642_V0236/AFR_2800642_V0236.mp4
2948749786,ef30dcfee22b5600c6ddbc977131b2e5,AFR_2800642_V0236/AFR_2800642_V0236_7000k.avi
107992081044,c727b9617826ffb8e848119d4a938497,AFR_2769224_V0222/AFR_2769224_V0222_AM.mov
125969307016,ce5d52ba3bd677f7a8598e1331eb1792,AFR_2755711_V0211/AFR_2755711_V0211_AM.mov
2202389010,bf6aeadb8f68b8b6bb24e5d98e9c8010,AFR_3652078_V0413_03/AFR_3652078_V0413_03.mp4
4912357530,fd5656104c724950a79c0b7f80769182,AFR_3652078_V0413_03/AFR_3652078_V0413_03_7000k.avi
207835493472,b1dedf9d6bcb1ef083bbe8368075329a,AFR_2656939_V0159_02/AFR_2656939_V0159_02_AM.mov
206235450820,2dbfb2a6035d7edbfa72188250a7ca82,AFR_2688612_V0171/AFR_2688612_V0171_AM.mov
440849954,e771623b83548a164608dd5a5e6b5027,AFR_3894560_V0432_01_2/AFR_3894560_V0432_01_2.mp4
665438906,a3880095d63444793ef35eee28b86e08,AFR_3894560_V0432_01_2/AFR_3894560_V0432_01_2_7000k.avi
32052574655,6c5d2a1b951df657a846765255dc9405,AFR_2800642_V0236/AFR_2800642_V0236_7000k.mov
5450704144,500b35d249cfd8aab3bb73db00d03f66,AFR_3894560_V0432_01_2/AFR_3894560_V0432_01_2_7000k.mov
2874452294,4b420116995c00308e04810769d91eb0,AFR_3894560_V0432_02_2/AFR_3894560_V0432_02_2.mp4
180765365124,92dd0eb9953ec357e52837591ae63f84,AFR_2664965_V0182/AFR_2664965_V0182_AM.mov
6545059718,c3ba41227eda4b6581ad83f84d6d0895,AFR_3894560_V0432_02_2/AFR_3894560_V0432_02_2_7000k.avi
26341978034,de6d8b52ab528cad04796a09929b91a1,AFR_3652078_V0413_03/AFR_3652078_V0413_03_7000k.mov
1354628165,2ae1e09f5699875da097f36c8d7607f0,AFR_4584642_V0538/AFR_4584642_V0538.mp4
1708818650,7f35f160729b6371dd0826a449a48625,AFR_4584642_V0538/AFR_4584642_V0538_7000k.avi
208017764932,e684eaff8be1c83feaa87bd3135dc28a,AFR_2664804_V0173_04/AFR_2664804_V0173_04_AM.mov
118203830034,dd2b071dfe2d9249461ea9eafb9caaee,AFR_2769247_V0226/AFR_2769247_V0226_AM.mov
1672465878,cdc23866231de30a29b5a12ac819f5a4,AFR_5659106_V0628/AFR_5659106_V0628.mp4
31674547290,23e4015d8b0120e34f25449e4417f8fd,AFR_3894560_V0432_01_2/AFR_3894560_V0432_01_2_AM.mov
2904599156,bb598802948f98af44695819502314d7,AFR_5659106_V0628/AFR_5659106_V0628_7000k.avi
16838997051,2be1f236d47c2696fdf8d2c6e029e401,AFR_4584642_V0538/AFR_4584642_V0538_7000k.mov
34346563020,104d6282d193d02ef7f3d6a9fa71c08b,AFR_3894560_V0432_02_2/AFR_3894560_V0432_02_2_7000k.mov
20889150318,04040f6f0564fd0efaf8050be4ae45c9,AFR_5659106_V0628/AFR_5659106_V0628_7000k.mov
97273768364,ea372fbc6ab7f1759bf46a3bc6912ae7,AFR_4584642_V0538/AFR_4584642_V0538_AM.mov
154977713680,a97049050db5ad0c6d655faa65ec2297,AFR_3652078_V0413_03/AFR_3652078_V0413_03_AM.mov
120161820530,301774839f0d8e30f7a2d5d2916843e3,AFR_5659106_V0628/AFR_5659106_V0628_AM.mov
187427668340,a6d799adf2dff38b8d62ce62316c7b49,AFR_2800642_V0236/AFR_2800642_V0236_AM.mov
156665366984,11e0c08f05f1659a74d0d0f2a266a53b,AFR_3894560_V0432_02_2/AFR_3894560_V0432_02_2_AM.mov
1982189545,41119243d564e0b76967db1b6687e333,AFR_2664922_V0172_05/AFR_2664922_V0172_05.mp4
2522391878,0aa6467429a436fbcb39116e52841259,AFR_2664922_V0172_05/AFR_2664922_V0172_05_7000k.avi
2893074697,15b1171f5a6a08f77c7a1b420e0ada33,AFR_2664922_V0172_04/AFR_2664922_V0172_04.mp4
4512819482,76a71c14d1f6ec670ee82597d1c22f22,AFR_2664922_V0172_04/AFR_2664922_V0172_04_7000k.avi
2765615734,a3e7de7d362ddbc00426f8011bda3431,AFR_2664804_V0173_01/AFR_2664804_V0173_01.mp4
5393499084,e4b4dec376b2136a05063817e0d76003,AFR_2664804_V0173_01/AFR_2664804_V0173_01_7000k.avi
1942521219,0f2a23391bfb463908828abcfecac716,AFR_2664804_V0173_02/AFR_2664804_V0173_02.mp4
4416036034,c1b8cdbaa223f60d4bbc39f5afd93fe6,AFR_2664804_V0173_02/AFR_2664804_V0173_02_7000k.avi
25238140104,cd8549ef63522aa675e91172b4bebdc1,AFR_2664922_V0172_05/AFR_2664922_V0172_05_7000k.mov
2887017551,2548730ff2ba34fb8303919164949371,AFR_2664804_V0173_03/AFR_2664804_V0173_03.mp4
23651576821,8fafc7450678160366073e1bb5c56b7f,AFR_2664804_V0173_02/AFR_2664804_V0173_02_7000k.mov
3675895408,37dca83d635ab969482517f4719d9ba5,AFR_2664804_V0173_03/AFR_2664804_V0173_03_7000k.avi
36563332466,2eaa7fb8e7ce98d1c3dc7c8782a6959e,AFR_2664922_V0172_04/AFR_2664922_V0172_04_7000k.mov
33516126872,9d8942c896624fcc658d3bf9e0c0b6b6,AFR_2664804_V0173_01/AFR_2664804_V0173_01_7000k.mov
2579640596,973f0b686a7bc93f48c0570276dd4b36,AFR_2664804_V0173_05/AFR_2664804_V0173_05.mp4
4096295520,f36d4676b71858691c28fc0163005478,AFR_2664804_V0173_05/AFR_2664804_V0173_05_7000k.avi
36606977003,9843ba3a0382ed8281f45714a45717cc,AFR_2664804_V0173_03/AFR_2664804_V0173_03_7000k.mov
31927457357,56d0385820bb277a0ae644bf9ea65e54,AFR_2664804_V0173_05/AFR_2664804_V0173_05_7000k.mov
2759384660,c6b884f9c88a24dfcb9e49cd28a784f1,AFR_2664804_V0173_06/AFR_2664804_V0173_06.mp4
5585249830,5bed26f6b26cbb5a5b7237faadec9a7b,AFR_2664804_V0173_06/AFR_2664804_V0173_06_7000k.avi
31896211486,152699e4bf061f74af9bbcc2348ffa1b,AFR_2664804_V0173_06/AFR_2664804_V0173_06_7000k.mov
